Province/State,Country,Confirmed,Deaths,Recovered,ObservationDate
Tibet,Mainland China,1,0,1,26-02-2020
Tibet,Mainland China,1,0,1,27-02-2020
Tibet,Mainland China,1,0,1,28-02-2020
Tibet,Mainland China,1,0,1,29-02-2020
Tibet,Mainland China,1,0,1,01-03-2020
Tibet,Mainland China,1,0,1,02-03-2020
Tibet,Mainland China,1,0,1,03-03-2020
Tibet,Mainland China,1,0,1,04-03-2020
Tibet,Mainland China,1,0,1,05-03-2020
Tibet,Mainland China,1,0,1,06-03-2020
Tibet,Mainland China,1,0,1,07-03-2020
Tibet,Mainland China,1,0,1,08-03-2020
Tibet,Mainland China,1,0,1,09-03-2020
Tibet,Mainland China,1,0,1,10-03-2020
Tibet,Mainland China,1,0,1,11-03-2020
Tibet,Mainland China,1,0,1,12-03-2020
Tibet,Mainland China,1,0,1,13-03-2020
Tibet,Mainland China,1,0,1,14-03-2020
Tibet,Mainland China,1,0,1,15-03-2020
Xinjiang,Mainland China,0,0,0,22-01-2020
Xinjiang,Mainland China,2,0,0,23-01-2020
Xinjiang,Mainland China,2,0,0,24-01-2020
Xinjiang,Mainland China,3,0,0,25-01-2020
Xinjiang,Mainland China,4,0,0,26-01-2020
Xinjiang,Mainland China,5,0,0,27-01-2020
Xinjiang,Mainland China,10,0,0,28-01-2020
Xinjiang,Mainland China,13,0,0,29-01-2020
Xinjiang,Mainland China,14,0,0,30-01-2020
Xinjiang,Mainland China,17,0,0,31-01-2020
Xinjiang,Mainland China,18,0,0,01-02-2020
Xinjiang,Mainland China,21,0,0,02-02-2020
Xinjiang,Mainland China,24,0,0,03-02-2020
Xinjiang,Mainland China,29,0,0,04-02-2020
Xinjiang,Mainland China,32,0,0,05-02-2020
Xinjiang,Mainland China,36,0,0,06-02-2020
Xinjiang,Mainland China,39,0,0,07-02-2020
Xinjiang,Mainland China,42,0,0,08-02-2020
Xinjiang,Mainland China,45,0,0,09-02-2020
Xinjiang,Mainland China,49,0,0,10-02-2020
Xinjiang,Mainland China,55,0,3,11-02-2020
Xinjiang,Mainland China,59,0,3,12-02-2020
Xinjiang,Mainland China,63,1,6,13-02-2020
Xinjiang,Mainland China,65,1,6,14-02-2020
Xinjiang,Mainland China,70,1,10,15-02-2020
Xinjiang,Mainland China,71,1,12,16-02-2020
Xinjiang,Mainland China,75,1,12,17-02-2020
Xinjiang,Mainland China,76,1,12,18-02-2020
Xinjiang,Mainland China,76,1,20,19-02-2020
Xinjiang,Mainland China,76,1,22,20-02-2020
Xinjiang,Mainland China,76,1,24,21-02-2020
Xinjiang,Mainland China,76,2,25,22-02-2020
Xinjiang,Mainland China,76,2,28,23-02-2020
Xinjiang,Mainland China,76,2,30,24-02-2020
Xinjiang,Mainland China,76,2,30,25-02-2020
Xinjiang,Mainland China,76,2,34,26-02-2020
Xinjiang,Mainland China,76,2,43,27-02-2020
Xinjiang,Mainland China,76,3,52,28-02-2020
Xinjiang,Mainland China,76,3,62,29-02-2020
Xinjiang,Mainland China,76,3,64,01-03-2020
Xinjiang,Mainland China,76,3,66,02-03-2020
Xinjiang,Mainland China,76,3,68,03-03-2020
Xinjiang,Mainland China,76,3,69,04-03-2020
Xinjiang,Mainland China,76,3,70,05-03-2020
Xinjiang,Mainland China,76,3,71,06-03-2020
Xinjiang,Mainland China,76,3,72,07-03-2020
Xinjiang,Mainland China,76,3,73,08-03-2020
Xinjiang,Mainland China,76,3,73,09-03-2020
Xinjiang,Mainland China,76,3,73,10-03-2020
Xinjiang,Mainland China,76,3,73,11-03-2020
Xinjiang,Mainland China,76,3,73,12-03-2020
Xinjiang,Mainland China,76,3,73,13-03-2020
Xinjiang,Mainland China,76,3,73,14-03-2020
Xinjiang,Mainland China,76,3,73,15-03-2020
Yunnan,Mainland China,1,0,0,22-01-2020
Yunnan,Mainland China,2,0,0,23-01-2020
Yunnan,Mainland China,5,0,0,24-01-2020
Yunnan,Mainland China,11,0,0,25-01-2020
Yunnan,Mainland China,16,0,0,26-01-2020
Yunnan,Mainland China,26,0,0,27-01-2020
Yunnan,Mainland China,44,0,0,28-01-2020
Yunnan,Mainland China,55,0,0,29-01-2020
Yunnan,Mainland China,70,0,0,30-01-2020
Yunnan,Mainland China,83,0,1,31-01-2020
Yunnan,Mainland China,93,0,2,01-02-2020
Yunnan,Mainland China,105,0,3,02-02-2020
Yunnan,Mainland China,117,0,5,03-02-2020
Yunnan,Mainland China,122,0,5,04-02-2020
Yunnan,Mainland China,128,0,5,05-02-2020
Yunnan,Mainland China,133,0,7,06-02-2020
Yunnan,Mainland China,138,0,12,07-02-2020
Yunnan,Mainland China,138,0,17,08-02-2020
Yunnan,Mainland China,141,0,18,09-02-2020
Yunnan,Mainland China,149,0,19,10-02-2020
Yunnan,Mainland China,153,0,20,11-02-2020
Yunnan,Mainland China,154,0,26,12-02-2020
Yunnan,Mainland China,156,0,27,13-02-2020
Yunnan,Mainland China,162,0,36,14-02-2020
Yunnan,Mainland China,168,0,42,15-02-2020
Yunnan,Mainland China,171,0,42,16-02-2020
Yunnan,Mainland China,171,0,47,17-02-2020
Yunnan,Mainland China,172,0,57,18-02-2020
Yunnan,Mainland China,172,1,60,19-02-2020
Yunnan,Mainland China,174,2,79,20-02-2020
Yunnan,Mainland China,174,2,96,21-02-2020
Yunnan,Mainland China,174,2,107,22-02-2020
Yunnan,Mainland China,174,2,115,23-02-2020
Yunnan,Mainland China,174,2,124,24-02-2020
Yunnan,Mainland China,174,2,129,25-02-2020
Yunnan,Mainland China,174,2,144,26-02-2020
Yunnan,Mainland China,174,2,150,27-02-2020
Yunnan,Mainland China,174,2,156,28-02-2020
Yunnan,Mainland China,174,2,157,29-02-2020
Yunnan,Mainland China,174,2,163,01-03-2020
Yunnan,Mainland China,174,2,168,02-03-2020
Yunnan,Mainland China,174,2,169,03-03-2020
Yunnan,Mainland China,174,2,169,04-03-2020
Yunnan,Mainland China,174,2,169,05-03-2020
Yunnan,Mainland China,174,2,170,06-03-2020
Yunnan,Mainland China,174,2,170,07-03-2020
Yunnan,Mainland China,174,2,170,08-03-2020
Yunnan,Mainland China,174,2,170,09-03-2020
Yunnan,Mainland China,174,2,170,10-03-2020
Yunnan,Mainland China,174,2,170,11-03-2020
Yunnan,Mainland China,174,2,170,12-03-2020
Yunnan,Mainland China,174,2,170,13-03-2020
Yunnan,Mainland China,174,2,172,14-03-2020
Yunnan,Mainland China,174,2,172,15-03-2020
Zhejiang,Mainland China,10,0,0,22-01-2020
Zhejiang,Mainland China,27,0,0,23-01-2020
Zhejiang,Mainland China,43,0,1,24-01-2020
Zhejiang,Mainland China,62,0,1,25-01-2020
Zhejiang,Mainland China,104,0,1,26-01-2020
Zhejiang,Mainland China,128,0,1,27-01-2020
Zhejiang,Mainland China,173,0,3,28-01-2020
Zhejiang,Mainland China,296,0,3,29-01-2020
Zhejiang,Mainland China,428,0,4,30-01-2020
Zhejiang,Mainland China,538,0,14,31-01-2020
Zhejiang,Mainland China,599,0,21,01-02-2020
Zhejiang,Mainland China,661,0,32,02-02-2020
Zhejiang,Mainland China,724,0,43,03-02-2020
Zhejiang,Mainland China,829,0,62,04-02-2020
Zhejiang,Mainland China,895,0,78,05-02-2020
Zhejiang,Mainland China,954,0,94,06-02-2020
Zhejiang,Mainland China,1006,0,123,07-02-2020
Zhejiang,Mainland China,1048,0,175,08-02-2020
Zhejiang,Mainland China,1075,0,201,09-02-2020
Zhejiang,Mainland China,1092,0,242,10-02-2020
Zhejiang,Mainland China,1117,0,270,11-02-2020
Zhejiang,Mainland China,1131,0,321,12-02-2020
Zhejiang,Mainland China,1145,0,360,13-02-2020
Zhejiang,Mainland China,1155,0,403,14-02-2020
Zhejiang,Mainland China,1162,0,428,15-02-2020
Zhejiang,Mainland China,1167,0,456,16-02-2020
Zhejiang,Mainland China,1171,0,507,17-02-2020
Zhejiang,Mainland China,1172,0,535,18-02-2020
Zhejiang,Mainland China,1174,0,604,19-02-2020
Zhejiang,Mainland China,1175,1,633,20-02-2020
Zhejiang,Mainland China,1203,1,679,21-02-2020
Zhejiang,Mainland China,1205,1,719,22-02-2020
Zhejiang,Mainland China,1205,1,760,23-02-2020
Zhejiang,Mainland China,1205,1,782,24-02-2020
Zhejiang,Mainland China,1205,1,808,25-02-2020
Zhejiang,Mainland China,1205,1,867,26-02-2020
Zhejiang,Mainland China,1205,1,932,27-02-2020
Zhejiang,Mainland China,1205,1,975,28-02-2020
Zhejiang,Mainland China,1205,1,1016,29-02-2020
Zhejiang,Mainland China,1205,1,1046,01-03-2020
Zhejiang,Mainland China,1206,1,1069,02-03-2020
Zhejiang,Mainland China,1213,1,1093,03-03-2020
Zhejiang,Mainland China,1213,1,1114,04-03-2020
Zhejiang,Mainland China,1215,1,1124,05-03-2020
Zhejiang,Mainland China,1215,1,1147,06-03-2020
Zhejiang,Mainland China,1215,1,1154,07-03-2020
Zhejiang,Mainland China,1215,1,1161,08-03-2020
Zhejiang,Mainland China,1215,1,1176,09-03-2020
Zhejiang,Mainland China,1215,1,1191,10-03-2020
Zhejiang,Mainland China,1215,1,1195,11-03-2020
Zhejiang,Mainland China,1215,1,1197,12-03-2020
Zhejiang,Mainland China,1215,1,1197,13-03-2020
Zhejiang,Mainland China,1227,1,1211,14-03-2020
Zhejiang,Mainland China,1231,1,1211,15-03-2020
