Province/State,Country,Confirmed,Deaths,Recovered,ObservationDate
Anhui,Mainland China,1,0,0,22-01-2020
Anhui,Mainland China,9,0,0,23-01-2020
Anhui,Mainland China,15,0,0,24-01-2020
Anhui,Mainland China,39,0,0,25-01-2020
Anhui,Mainland China,60,0,0,26-01-2020
Anhui,Mainland China,70,0,0,27-01-2020
Anhui,Mainland China,106,0,0,28-01-2020
Anhui,Mainland China,152,0,2,29-01-2020
Anhui,Mainland China,200,0,2,30-01-2020
Anhui,Mainland China,237,0,3,31-01-2020
Anhui,Mainland China,297,0,5,01-02-2020
Anhui,Mainland China,340,0,7,02-02-2020
Anhui,Mainland China,408,0,14,03-02-2020
Anhui,Mainland China,480,0,20,04-02-2020
Anhui,Mainland China,530,0,23,05-02-2020
Anhui,Mainland China,591,0,34,06-02-2020
Anhui,Mainland China,665,0,47,07-02-2020
Anhui,Mainland China,733,0,59,08-02-2020
Anhui,Mainland China,779,1,72,09-02-2020
Anhui,Mainland China,830,3,88,10-02-2020
Anhui,Mainland China,860,4,105,11-02-2020
Anhui,Mainland China,889,4,127,12-02-2020
Anhui,Mainland China,910,5,157,13-02-2020
Anhui,Mainland China,934,6,193,14-02-2020
Anhui,Mainland China,950,6,221,15-02-2020
Anhui,Mainland China,962,6,255,16-02-2020
Anhui,Mainland China,973,6,280,17-02-2020
Anhui,Mainland China,982,6,361,18-02-2020
Anhui,Mainland China,986,6,413,19-02-2020
Anhui,Mainland China,987,6,474,20-02-2020
Anhui,Mainland China,988,6,539,21-02-2020
Anhui,Mainland China,989,6,597,22-02-2020
Anhui,Mainland China,989,6,637,23-02-2020
Anhui,Mainland China,989,6,663,24-02-2020
Anhui,Mainland China,989,6,712,25-02-2020
Anhui,Mainland China,989,6,744,26-02-2020
Anhui,Mainland China,989,6,792,27-02-2020
Anhui,Mainland China,990,6,821,28-02-2020
Anhui,Mainland China,990,6,868,29-02-2020
Anhui,Mainland China,990,6,873,01-03-2020
Anhui,Mainland China,990,6,917,02-03-2020
Anhui,Mainland China,990,6,936,03-03-2020
Anhui,Mainland China,990,6,956,04-03-2020
Anhui,Mainland China,990,6,970,05-03-2020
Anhui,Mainland China,990,6,979,06-03-2020
Anhui,Mainland China,990,6,979,07-03-2020
Anhui,Mainland China,990,6,984,08-03-2020
Anhui,Mainland China,990,6,984,09-03-2020
Anhui,Mainland China,990,6,984,10-03-2020
Anhui,Mainland China,990,6,984,11-03-2020
Anhui,Mainland China,990,6,984,12-03-2020
Anhui,Mainland China,990,6,984,13-03-2020
Anhui,Mainland China,990,6,984,14-03-2020
Anhui,Mainland China,990,6,984,15-03-2020
Beijing,Mainland China,14,0,0,22-01-2020
Beijing,Mainland China,22,0,0,23-01-2020
Beijing,Mainland China,36,0,1,24-01-2020
Beijing,Mainland China,41,0,2,25-01-2020
Beijing,Mainland China,68,0,2,26-01-2020
Beijing,Mainland China,80,1,2,27-01-2020
Beijing,Mainland China,91,1,4,28-01-2020
Beijing,Mainland China,111,1,4,29-01-2020
Beijing,Mainland China,114,1,4,30-01-2020
Beijing,Mainland China,139,1,5,31-01-2020
Beijing,Mainland China,168,1,9,01-02-2020
Beijing,Mainland China,191,1,9,02-02-2020
Beijing,Mainland China,212,1,12,03-02-2020
Beijing,Mainland China,228,1,23,04-02-2020
Beijing,Mainland China,253,1,24,05-02-2020
Beijing,Mainland China,274,1,31,06-02-2020
Beijing,Mainland China,297,1,33,07-02-2020
Beijing,Mainland China,315,2,34,08-02-2020
Beijing,Mainland China,326,2,37,09-02-2020
Beijing,Mainland China,337,2,44,10-02-2020
Beijing,Mainland China,342,3,48,11-02-2020
Beijing,Mainland China,352,3,56,12-02-2020
Beijing,Mainland China,366,3,69,13-02-2020
Beijing,Mainland China,372,3,80,14-02-2020
Beijing,Mainland China,375,4,98,15-02-2020
Beijing,Mainland China,380,4,108,16-02-2020
Beijing,Mainland China,381,4,114,17-02-2020
Beijing,Mainland China,387,4,122,18-02-2020
Beijing,Mainland China,393,4,145,19-02-2020
Beijing,Mainland China,395,4,153,20-02-2020
Beijing,Mainland China,396,4,169,21-02-2020
Beijing,Mainland China,399,4,178,22-02-2020
Beijing,Mainland China,399,4,189,23-02-2020
Beijing,Mainland China,399,4,198,24-02-2020
Beijing,Mainland China,400,4,215,25-02-2020
Beijing,Mainland China,400,4,235,26-02-2020
Beijing,Mainland China,410,5,248,27-02-2020
Beijing,Mainland China,410,7,257,28-02-2020
Beijing,Mainland China,411,8,271,29-02-2020
Beijing,Mainland China,413,8,276,01-03-2020
Beijing,Mainland China,414,8,282,02-03-2020
Beijing,Mainland China,414,8,288,03-03-2020
Beijing,Mainland China,418,8,297,04-03-2020
Beijing,Mainland China,418,8,297,05-03-2020
Beijing,Mainland China,422,8,299,06-03-2020
Beijing,Mainland China,426,8,303,07-03-2020
Beijing,Mainland China,428,8,308,08-03-2020
Beijing,Mainland China,428,8,315,09-03-2020
Beijing,Mainland China,429,8,320,10-03-2020
Beijing,Mainland China,435,8,326,11-03-2020
Beijing,Mainland China,435,8,334,12-03-2020
Beijing,Mainland China,436,8,342,13-03-2020
Beijing,Mainland China,437,8,349,14-03-2020
Beijing,Mainland China,442,8,353,15-03-2020
Chongqing,Mainland China,6,0,0,22-01-2020
Chongqing,Mainland China,9,0,0,23-01-2020
Chongqing,Mainland China,27,0,0,24-01-2020
Chongqing,Mainland China,57,0,0,25-01-2020
Chongqing,Mainland China,75,0,0,26-01-2020
Chongqing,Mainland China,110,0,0,27-01-2020
Chongqing,Mainland China,132,0,0,28-01-2020
Chongqing,Mainland China,147,0,1,29-01-2020
Chongqing,Mainland China,182,0,1,30-01-2020
Chongqing,Mainland China,211,0,1,31-01-2020
Chongqing,Mainland China,247,1,3,01-02-2020
Chongqing,Mainland China,300,2,7,02-02-2020
Chongqing,Mainland China,337,2,9,03-02-2020
Chongqing,Mainland China,366,2,9,04-02-2020
Chongqing,Mainland China,389,2,15,05-02-2020
Chongqing,Mainland China,411,2,24,06-02-2020
Chongqing,Mainland China,426,2,31,07-02-2020
Chongqing,Mainland China,428,2,39,08-02-2020
Chongqing,Mainland China,468,2,51,09-02-2020
Chongqing,Mainland China,486,2,66,10-02-2020
Chongqing,Mainland China,505,3,79,11-02-2020
Chongqing,Mainland China,518,3,102,12-02-2020
Chongqing,Mainland China,529,4,128,13-02-2020
Chongqing,Mainland China,537,5,152,14-02-2020
Chongqing,Mainland China,544,5,184,15-02-2020
Chongqing,Mainland China,551,5,207,16-02-2020
Chongqing,Mainland China,553,5,225,17-02-2020
Chongqing,Mainland China,555,5,254,18-02-2020
Chongqing,Mainland China,560,5,274,19-02-2020
Chongqing,Mainland China,567,6,299,20-02-2020
Chongqing,Mainland China,572,6,316,21-02-2020
Chongqing,Mainland China,573,6,328,22-02-2020
Chongqing,Mainland China,575,6,335,23-02-2020
Chongqing,Mainland China,576,6,349,24-02-2020
Chongqing,Mainland China,576,6,372,25-02-2020
Chongqing,Mainland China,576,6,384,26-02-2020
Chongqing,Mainland China,576,6,401,27-02-2020
Chongqing,Mainland China,576,6,422,28-02-2020
Chongqing,Mainland China,576,6,438,29-02-2020
Chongqing,Mainland China,576,6,450,01-03-2020
Chongqing,Mainland China,576,6,469,02-03-2020
Chongqing,Mainland China,576,6,490,03-03-2020
Chongqing,Mainland China,576,6,502,04-03-2020
Chongqing,Mainland China,576,6,512,05-03-2020
Chongqing,Mainland China,576,6,513,06-03-2020
Chongqing,Mainland China,576,6,526,07-03-2020
Chongqing,Mainland China,576,6,527,08-03-2020
Chongqing,Mainland China,576,6,542,09-03-2020
Chongqing,Mainland China,576,6,547,10-03-2020
Chongqing,Mainland China,576,6,554,11-03-2020
Chongqing,Mainland China,576,6,564,12-03-2020
Chongqing,Mainland China,576,6,566,13-03-2020
Chongqing,Mainland China,576,6,569,14-03-2020
Chongqing,Mainland China,576,6,570,15-03-2020
Fujian,Mainland China,1,0,0,22-01-2020
Fujian,Mainland China,5,0,0,23-01-2020
Fujian,Mainland China,10,0,0,24-01-2020
Fujian,Mainland China,18,0,0,25-01-2020
Fujian,Mainland China,35,0,0,26-01-2020
Fujian,Mainland China,59,0,0,27-01-2020
Fujian,Mainland China,80,0,0,28-01-2020
Fujian,Mainland China,84,0,0,29-01-2020
Fujian,Mainland China,101,0,0,30-01-2020
Fujian,Mainland China,120,0,0,31-01-2020
Fujian,Mainland China,144,0,0,01-02-2020
Fujian,Mainland China,159,0,0,02-02-2020
Fujian,Mainland China,179,0,1,03-02-2020
Fujian,Mainland China,194,0,3,04-02-2020
Fujian,Mainland China,205,0,11,05-02-2020
Fujian,Mainland China,215,0,14,06-02-2020
Fujian,Mainland China,224,0,20,07-02-2020
Fujian,Mainland China,239,0,24,08-02-2020
Fujian,Mainland China,250,0,35,09-02-2020
Fujian,Mainland China,261,0,39,10-02-2020
Fujian,Mainland China,267,0,45,11-02-2020
Fujian,Mainland China,272,0,53,12-02-2020
Fujian,Mainland China,279,0,57,13-02-2020
Fujian,Mainland China,281,0,63,14-02-2020
Fujian,Mainland China,285,0,71,15-02-2020
Fujian,Mainland China,287,0,82,16-02-2020
Fujian,Mainland China,290,0,90,17-02-2020
Fujian,Mainland China,292,0,93,18-02-2020
Fujian,Mainland China,293,0,112,19-02-2020
Fujian,Mainland China,293,1,126,20-02-2020
Fujian,Mainland China,293,1,149,21-02-2020
Fujian,Mainland China,293,1,162,22-02-2020
Fujian,Mainland China,293,1,170,23-02-2020
Fujian,Mainland China,293,1,183,24-02-2020
Fujian,Mainland China,294,1,199,25-02-2020
Fujian,Mainland China,294,1,218,26-02-2020
Fujian,Mainland China,296,1,228,27-02-2020
Fujian,Mainland China,296,1,235,28-02-2020
Fujian,Mainland China,296,1,243,29-02-2020
Fujian,Mainland China,296,1,247,01-03-2020
Fujian,Mainland China,296,1,255,02-03-2020
Fujian,Mainland China,296,1,260,03-03-2020
Fujian,Mainland China,296,1,270,04-03-2020
Fujian,Mainland China,296,1,277,05-03-2020
Fujian,Mainland China,296,1,284,06-03-2020
Fujian,Mainland China,296,1,295,07-03-2020
Fujian,Mainland China,296,1,295,08-03-2020
Fujian,Mainland China,296,1,295,09-03-2020
Fujian,Mainland China,296,1,295,10-03-2020
Fujian,Mainland China,296,1,295,11-03-2020
Fujian,Mainland China,296,1,295,12-03-2020
Fujian,Mainland China,296,1,295,13-03-2020
Fujian,Mainland China,296,1,295,14-03-2020
Fujian,Mainland China,296,1,295,15-03-2020
Gansu,Mainland China,0,0,0,22-01-2020
Gansu,Mainland China,2,0,0,23-01-2020
Gansu,Mainland China,2,0,0,24-01-2020
Gansu,Mainland China,4,0,0,25-01-2020
Gansu,Mainland China,7,0,0,26-01-2020
Gansu,Mainland China,14,0,0,27-01-2020
Gansu,Mainland China,19,0,0,28-01-2020
Gansu,Mainland China,24,0,0,29-01-2020
Gansu,Mainland China,26,0,0,30-01-2020
Gansu,Mainland China,29,0,0,31-01-2020
Gansu,Mainland China,40,0,0,01-02-2020
Gansu,Mainland China,51,0,3,02-02-2020
Gansu,Mainland China,55,0,3,03-02-2020
Gansu,Mainland China,57,0,4,04-02-2020
Gansu,Mainland China,62,0,6,05-02-2020
Gansu,Mainland China,62,0,6,06-02-2020
Gansu,Mainland China,67,0,9,07-02-2020
Gansu,Mainland China,79,1,12,08-02-2020
Gansu,Mainland China,83,2,16,09-02-2020
Gansu,Mainland China,83,2,17,10-02-2020
Gansu,Mainland China,86,2,24,11-02-2020
Gansu,Mainland China,87,2,31,12-02-2020
Gansu,Mainland China,90,2,39,13-02-2020
Gansu,Mainland China,90,2,39,14-02-2020
Gansu,Mainland China,90,2,49,15-02-2020
Gansu,Mainland China,90,2,54,16-02-2020
Gansu,Mainland China,91,2,58,17-02-2020
Gansu,Mainland China,91,2,62,18-02-2020
Gansu,Mainland China,91,2,65,19-02-2020
Gansu,Mainland China,91,2,71,20-02-2020
Gansu,Mainland China,91,2,76,21-02-2020
Gansu,Mainland China,91,2,76,22-02-2020
Gansu,Mainland China,91,2,78,23-02-2020
Gansu,Mainland China,91,2,80,24-02-2020
Gansu,Mainland China,91,2,80,25-02-2020
Gansu,Mainland China,91,2,81,26-02-2020
Gansu,Mainland China,91,2,81,27-02-2020
Gansu,Mainland China,91,2,82,28-02-2020
Gansu,Mainland China,91,2,82,29-02-2020
Gansu,Mainland China,91,2,84,01-03-2020
Gansu,Mainland China,91,2,85,02-03-2020
Gansu,Mainland China,91,2,86,03-03-2020
Gansu,Mainland China,91,2,87,04-03-2020
Gansu,Mainland China,102,2,87,05-03-2020
Gansu,Mainland China,119,2,87,06-03-2020
Gansu,Mainland China,120,2,87,07-03-2020
Gansu,Mainland China,124,2,87,08-03-2020
Gansu,Mainland China,124,2,88,09-03-2020
Gansu,Mainland China,125,2,88,10-03-2020
Gansu,Mainland China,127,2,88,11-03-2020
Gansu,Mainland China,127,2,88,12-03-2020
Gansu,Mainland China,127,2,88,13-03-2020
Gansu,Mainland China,129,2,89,14-03-2020
Gansu,Mainland China,133,2,91,15-03-2020
Guangdong,Mainland China,26,0,0,22-01-2020
Guangdong,Mainland China,32,0,2,23-01-2020
Guangdong,Mainland China,53,0,2,24-01-2020
Guangdong,Mainland China,78,0,2,25-01-2020
Guangdong,Mainland China,111,0,2,26-01-2020
Guangdong,Mainland China,151,0,4,27-01-2020
Guangdong,Mainland China,207,0,4,28-01-2020
Guangdong,Mainland China,277,0,5,29-01-2020
Guangdong,Mainland China,354,0,10,30-01-2020
Guangdong,Mainland China,436,0,11,31-01-2020
Guangdong,Mainland China,535,0,14,01-02-2020
Guangdong,Mainland China,632,0,15,02-02-2020
Guangdong,Mainland China,725,0,21,03-02-2020
Guangdong,Mainland China,813,0,30,04-02-2020
Guangdong,Mainland China,895,0,49,05-02-2020
Guangdong,Mainland China,970,0,69,06-02-2020
Guangdong,Mainland China,1034,1,88,07-02-2020
Guangdong,Mainland China,1095,1,112,08-02-2020
Guangdong,Mainland China,1131,1,141,09-02-2020
Guangdong,Mainland China,1159,1,167,10-02-2020
Guangdong,Mainland China,1177,1,212,11-02-2020
Guangdong,Mainland China,1219,1,275,12-02-2020
Guangdong,Mainland China,1241,2,314,13-02-2020
Guangdong,Mainland China,1261,2,362,14-02-2020
Guangdong,Mainland China,1294,2,410,15-02-2020
Guangdong,Mainland China,1316,2,465,16-02-2020
Guangdong,Mainland China,1322,4,524,17-02-2020
Guangdong,Mainland China,1328,4,565,18-02-2020
Guangdong,Mainland China,1331,5,606,19-02-2020
Guangdong,Mainland China,1332,5,642,20-02-2020
Guangdong,Mainland China,1333,5,690,21-02-2020
Guangdong,Mainland China,1339,5,728,22-02-2020
Guangdong,Mainland China,1342,6,755,23-02-2020
Guangdong,Mainland China,1345,6,786,24-02-2020
Guangdong,Mainland China,1347,7,822,25-02-2020
Guangdong,Mainland China,1347,7,851,26-02-2020
Guangdong,Mainland China,1347,7,890,27-02-2020
Guangdong,Mainland China,1348,7,935,28-02-2020
Guangdong,Mainland China,1349,7,983,29-02-2020
Guangdong,Mainland China,1349,7,1016,01-03-2020
Guangdong,Mainland China,1350,7,1059,02-03-2020
Guangdong,Mainland China,1350,7,1101,03-03-2020
Guangdong,Mainland China,1350,7,1133,04-03-2020
Guangdong,Mainland China,1351,7,1181,05-03-2020
Guangdong,Mainland China,1352,7,1216,06-03-2020
Guangdong,Mainland China,1352,7,1237,07-03-2020
Guangdong,Mainland China,1352,7,1256,08-03-2020
Guangdong,Mainland China,1352,8,1260,09-03-2020
Guangdong,Mainland China,1353,8,1274,10-03-2020
Guangdong,Mainland China,1356,8,1282,11-03-2020
Guangdong,Mainland China,1356,8,1289,12-03-2020
Guangdong,Mainland China,1356,8,1296,13-03-2020
Guangdong,Mainland China,1356,8,1299,14-03-2020
Guangdong,Mainland China,1360,8,1304,15-03-2020
Guangxi,Mainland China,2,0,0,22-01-2020
Guangxi,Mainland China,5,0,0,23-01-2020
Guangxi,Mainland China,23,0,0,24-01-2020
Guangxi,Mainland China,23,0,0,25-01-2020
Guangxi,Mainland China,36,0,0,26-01-2020
Guangxi,Mainland China,46,0,0,27-01-2020
Guangxi,Mainland China,51,0,2,28-01-2020
Guangxi,Mainland China,58,0,2,29-01-2020
Guangxi,Mainland China,78,0,2,30-01-2020
Guangxi,Mainland China,87,0,2,31-01-2020
Guangxi,Mainland China,100,0,2,01-02-2020
Guangxi,Mainland China,111,0,2,02-02-2020
Guangxi,Mainland China,127,0,7,03-02-2020
Guangxi,Mainland China,139,0,10,04-02-2020
Guangxi,Mainland China,150,0,13,05-02-2020
Guangxi,Mainland China,168,0,14,06-02-2020
Guangxi,Mainland China,172,0,17,07-02-2020
Guangxi,Mainland China,183,0,17,08-02-2020
Guangxi,Mainland China,195,1,18,09-02-2020
Guangxi,Mainland China,210,1,24,10-02-2020
Guangxi,Mainland China,215,1,33,11-02-2020
Guangxi,Mainland China,222,1,32,12-02-2020
Guangxi,Mainland China,222,2,33,13-02-2020
Guangxi,Mainland China,226,2,36,14-02-2020
Guangxi,Mainland China,235,2,44,15-02-2020
Guangxi,Mainland China,237,2,49,16-02-2020
Guangxi,Mainland China,238,2,53,17-02-2020
Guangxi,Mainland China,242,2,69,18-02-2020
Guangxi,Mainland China,244,2,86,19-02-2020
Guangxi,Mainland China,245,2,90,20-02-2020
Guangxi,Mainland China,246,2,97,21-02-2020
Guangxi,Mainland China,249,2,104,22-02-2020
Guangxi,Mainland China,249,2,106,23-02-2020
Guangxi,Mainland China,251,2,112,24-02-2020
Guangxi,Mainland China,252,2,134,25-02-2020
Guangxi,Mainland China,252,2,147,26-02-2020
Guangxi,Mainland China,252,2,161,27-02-2020
Guangxi,Mainland China,252,2,168,28-02-2020
Guangxi,Mainland China,252,2,176,29-02-2020
Guangxi,Mainland China,252,2,181,01-03-2020
Guangxi,Mainland China,252,2,192,02-03-2020
Guangxi,Mainland China,252,2,202,03-03-2020
Guangxi,Mainland China,252,2,210,04-03-2020
Guangxi,Mainland China,252,2,214,05-03-2020
Guangxi,Mainland China,252,2,217,06-03-2020
Guangxi,Mainland China,252,2,218,07-03-2020
Guangxi,Mainland China,252,2,223,08-03-2020
Guangxi,Mainland China,252,2,230,09-03-2020
Guangxi,Mainland China,252,2,234,10-03-2020
Guangxi,Mainland China,252,2,238,11-03-2020
Guangxi,Mainland China,252,2,241,12-03-2020
Guangxi,Mainland China,252,2,243,13-03-2020
Guangxi,Mainland China,252,2,243,14-03-2020
Guangxi,Mainland China,252,2,243,15-03-2020
Guizhou,Mainland China,1,0,0,22-01-2020
Guizhou,Mainland China,3,0,0,23-01-2020
Guizhou,Mainland China,3,0,0,24-01-2020
Guizhou,Mainland China,4,0,0,25-01-2020
Guizhou,Mainland China,5,0,0,26-01-2020
Guizhou,Mainland China,7,0,0,27-01-2020
Guizhou,Mainland China,9,0,0,28-01-2020
Guizhou,Mainland China,9,0,1,29-01-2020
Guizhou,Mainland China,12,0,1,30-01-2020
Guizhou,Mainland China,29,0,2,31-01-2020
Guizhou,Mainland China,29,0,2,01-02-2020
Guizhou,Mainland China,38,0,2,02-02-2020
Guizhou,Mainland China,46,0,2,03-02-2020
Guizhou,Mainland China,58,0,2,04-02-2020
Guizhou,Mainland China,64,1,9,05-02-2020
Guizhou,Mainland China,71,1,6,06-02-2020
Guizhou,Mainland China,81,1,6,07-02-2020
Guizhou,Mainland China,89,1,7,08-02-2020
Guizhou,Mainland China,99,1,7,09-02-2020
Guizhou,Mainland China,109,1,10,10-02-2020
Guizhou,Mainland China,127,1,17,11-02-2020
Guizhou,Mainland China,133,1,18,12-02-2020
Guizhou,Mainland China,135,1,27,13-02-2020
Guizhou,Mainland China,140,1,28,14-02-2020
Guizhou,Mainland China,143,1,41,15-02-2020
Guizhou,Mainland China,144,1,46,16-02-2020
Guizhou,Mainland China,146,1,57,17-02-2020
Guizhou,Mainland China,146,2,66,18-02-2020
Guizhou,Mainland China,146,2,70,19-02-2020
Guizhou,Mainland China,146,2,72,20-02-2020
Guizhou,Mainland China,146,2,77,21-02-2020
Guizhou,Mainland China,146,2,90,22-02-2020
Guizhou,Mainland China,146,2,102,23-02-2020
Guizhou,Mainland China,146,2,102,24-02-2020
Guizhou,Mainland China,146,2,104,25-02-2020
Guizhou,Mainland China,146,2,104,26-02-2020
Guizhou,Mainland China,146,2,112,27-02-2020
Guizhou,Mainland China,146,2,112,28-02-2020
Guizhou,Mainland China,146,2,112,29-02-2020
Guizhou,Mainland China,146,2,112,01-03-2020
Guizhou,Mainland China,146,2,114,02-03-2020
Guizhou,Mainland China,146,2,114,03-03-2020
Guizhou,Mainland China,146,2,114,04-03-2020
Guizhou,Mainland China,146,2,114,05-03-2020
Guizhou,Mainland China,146,2,114,06-03-2020
Guizhou,Mainland China,146,2,115,07-03-2020
Guizhou,Mainland China,146,2,117,08-03-2020
Guizhou,Mainland China,146,2,123,09-03-2020
Guizhou,Mainland China,146,2,129,10-03-2020
Guizhou,Mainland China,146,2,133,11-03-2020
Guizhou,Mainland China,146,2,137,12-03-2020
Guizhou,Mainland China,146,2,140,13-03-2020
Guizhou,Mainland China,146,2,143,14-03-2020
Guizhou,Mainland China,146,2,143,15-03-2020
Hainan,Mainland China,4,0,0,22-01-2020
Hainan,Mainland China,5,0,0,23-01-2020
Hainan,Mainland China,8,0,0,24-01-2020
Hainan,Mainland China,19,0,0,25-01-2020
Hainan,Mainland China,22,0,0,26-01-2020
Hainan,Mainland China,33,1,0,27-01-2020
Hainan,Mainland China,40,1,0,28-01-2020
Hainan,Mainland China,43,1,0,29-01-2020
Hainan,Mainland China,46,1,1,30-01-2020
Hainan,Mainland China,52,1,1,31-01-2020
Hainan,Mainland China,62,1,1,01-02-2020
Hainan,Mainland China,64,1,4,02-02-2020
Hainan,Mainland China,72,1,4,03-02-2020
Hainan,Mainland China,80,1,5,04-02-2020
Hainan,Mainland China,99,1,5,05-02-2020
Hainan,Mainland China,106,1,8,06-02-2020
Hainan,Mainland China,117,2,10,07-02-2020
Hainan,Mainland China,124,2,14,08-02-2020
Hainan,Mainland China,131,3,19,09-02-2020
Hainan,Mainland China,138,3,19,10-02-2020
Hainan,Mainland China,144,3,20,11-02-2020
Hainan,Mainland China,157,4,27,12-02-2020
Hainan,Mainland China,157,4,30,13-02-2020
Hainan,Mainland China,159,4,43,14-02-2020
Hainan,Mainland China,162,4,39,15-02-2020
Hainan,Mainland China,162,4,52,16-02-2020
Hainan,Mainland China,163,4,59,17-02-2020
Hainan,Mainland China,163,4,79,18-02-2020
Hainan,Mainland China,168,4,84,19-02-2020
Hainan,Mainland China,168,4,86,20-02-2020
Hainan,Mainland China,168,4,95,21-02-2020
Hainan,Mainland China,168,4,104,22-02-2020
Hainan,Mainland China,168,5,106,23-02-2020
Hainan,Mainland China,168,5,116,24-02-2020
Hainan,Mainland China,168,5,124,25-02-2020
Hainan,Mainland China,168,5,129,26-02-2020
Hainan,Mainland China,168,5,131,27-02-2020
Hainan,Mainland China,168,5,133,28-02-2020
Hainan,Mainland China,168,5,148,29-02-2020
Hainan,Mainland China,168,5,149,01-03-2020
Hainan,Mainland China,168,5,151,02-03-2020
Hainan,Mainland China,168,5,155,03-03-2020
Hainan,Mainland China,168,5,158,04-03-2020
Hainan,Mainland China,168,6,158,05-03-2020
Hainan,Mainland China,168,6,158,06-03-2020
Hainan,Mainland China,168,6,158,07-03-2020
Hainan,Mainland China,168,6,159,08-03-2020
Hainan,Mainland China,168,6,159,09-03-2020
Hainan,Mainland China,168,6,159,10-03-2020
Hainan,Mainland China,168,6,159,11-03-2020
Hainan,Mainland China,168,6,160,12-03-2020
Hainan,Mainland China,168,6,160,13-03-2020
Hainan,Mainland China,168,6,160,14-03-2020
Hainan,Mainland China,168,6,160,15-03-2020
Hebei,Mainland China,1,0,0,22-01-2020
Hebei,Mainland China,1,1,0,23-01-2020
Hebei,Mainland China,2,1,0,24-01-2020
Hebei,Mainland China,8,1,0,25-01-2020
Hebei,Mainland China,13,1,0,26-01-2020
Hebei,Mainland China,18,1,0,27-01-2020
Hebei,Mainland China,33,1,0,28-01-2020
Hebei,Mainland China,48,1,0,29-01-2020
Hebei,Mainland China,65,1,0,30-01-2020
Hebei,Mainland China,82,1,0,31-01-2020
Hebei,Mainland China,96,1,0,01-02-2020
Hebei,Mainland China,104,1,3,02-02-2020
Hebei,Mainland China,113,1,3,03-02-2020
Hebei,Mainland China,126,1,4,04-02-2020
Hebei,Mainland China,135,1,6,05-02-2020
Hebei,Mainland China,157,1,13,06-02-2020
Hebei,Mainland China,172,1,22,07-02-2020
Hebei,Mainland China,195,1,30,08-02-2020
Hebei,Mainland China,206,2,34,09-02-2020
Hebei,Mainland China,218,2,41,10-02-2020
Hebei,Mainland China,239,2,48,11-02-2020
Hebei,Mainland China,251,2,54,12-02-2020
Hebei,Mainland China,265,3,68,13-02-2020
Hebei,Mainland China,283,3,87,14-02-2020
Hebei,Mainland China,291,3,101,15-02-2020
Hebei,Mainland China,300,3,105,16-02-2020
Hebei,Mainland China,301,3,122,17-02-2020
Hebei,Mainland China,306,4,136,18-02-2020
Hebei,Mainland China,306,4,152,19-02-2020
Hebei,Mainland China,307,5,169,20-02-2020
Hebei,Mainland China,308,5,184,21-02-2020
Hebei,Mainland China,309,6,203,22-02-2020
Hebei,Mainland China,311,6,219,23-02-2020
Hebei,Mainland China,311,6,234,24-02-2020
Hebei,Mainland China,311,6,248,25-02-2020
Hebei,Mainland China,312,6,261,26-02-2020
Hebei,Mainland China,317,6,274,27-02-2020
Hebei,Mainland China,318,6,277,28-02-2020
Hebei,Mainland China,318,6,282,29-02-2020
Hebei,Mainland China,318,6,294,01-03-2020
Hebei,Mainland China,318,6,296,02-03-2020
Hebei,Mainland China,318,6,300,03-03-2020
Hebei,Mainland China,318,6,301,04-03-2020
Hebei,Mainland China,318,6,304,05-03-2020
Hebei,Mainland China,318,6,305,06-03-2020
Hebei,Mainland China,318,6,307,07-03-2020
Hebei,Mainland China,318,6,307,08-03-2020
Hebei,Mainland China,318,6,307,09-03-2020
Hebei,Mainland China,318,6,307,10-03-2020
Hebei,Mainland China,318,6,307,11-03-2020
Hebei,Mainland China,318,6,308,12-03-2020
Hebei,Mainland China,318,6,310,13-03-2020
Hebei,Mainland China,318,6,310,14-03-2020
Hebei,Mainland China,318,6,310,15-03-2020
Heilongjiang,Mainland China,0,0,0,22-01-2020
Heilongjiang,Mainland China,2,0,0,23-01-2020
Heilongjiang,Mainland China,4,1,0,24-01-2020
Heilongjiang,Mainland China,9,1,0,25-01-2020
Heilongjiang,Mainland China,15,1,0,26-01-2020
Heilongjiang,Mainland China,21,1,0,27-01-2020
Heilongjiang,Mainland China,33,1,0,28-01-2020
Heilongjiang,Mainland China,38,1,0,29-01-2020
Heilongjiang,Mainland China,44,2,0,30-01-2020
Heilongjiang,Mainland China,59,2,0,31-01-2020
Heilongjiang,Mainland China,80,2,2,01-02-2020
Heilongjiang,Mainland China,95,2,2,02-02-2020
Heilongjiang,Mainland China,121,2,2,03-02-2020
Heilongjiang,Mainland China,155,2,4,04-02-2020
Heilongjiang,Mainland China,190,2,7,05-02-2020
Heilongjiang,Mainland China,227,3,8,06-02-2020
Heilongjiang,Mainland China,277,3,12,07-02-2020
Heilongjiang,Mainland China,295,5,13,08-02-2020
Heilongjiang,Mainland China,307,6,14,09-02-2020
Heilongjiang,Mainland China,331,7,30,10-02-2020
Heilongjiang,Mainland China,360,8,28,11-02-2020
Heilongjiang,Mainland China,378,8,31,12-02-2020
Heilongjiang,Mainland China,395,9,33,13-02-2020
Heilongjiang,Mainland China,419,11,47,14-02-2020
Heilongjiang,Mainland China,425,11,68,15-02-2020
Heilongjiang,Mainland China,445,11,79,16-02-2020
Heilongjiang,Mainland China,457,11,85,17-02-2020
